game_id,date,home_team,away_team,home_team_id,away_team_id,home_pitcher_id,home_pitcher_name,away_pitcher_id,away_pitcher_name,home_moneyline,away_moneyline,home_implied_prob,away_implied_prob,status
823884,2026-04-09,Miami Marlins,Cincinnati Reds,146,113,676974.0,Max Meyer,695076.0,Rhett Lowder,-164,165,0.6212121212121212,0.3773584905660377,In Progress
823724,2026-04-09,Minnesota Twins,Detroit Tigers,142,116,690953.0,Mick Abel,656427.0,Jack Flaherty,120,-130,0.4545454545454545,0.5652173913043478,Pre-Game
823645,2026-04-09,New York Mets,Arizona Diamondbacks,121,109,690997.0,Nolan McLean,593958.0,Eduardo Rodriguez,-156,141,0.609375,0.4149377593360996,Scheduled
824130,2026-04-09,Kansas City Royals,Chicago White Sox,118,145,607625.0,Seth Lugo,641743.0,Anthony Kay,-177,160,0.6389891696750902,0.3846153846153846,Scheduled
823318,2026-04-10,San Diego Padres,Colorado Rockies,135,115,621111.0,Walker Buehler,608372.0,Tomoyuki Sugano,-185,170,0.6491228070175439,0.3703703703703703,Scheduled
