game_id,date,home_team,away_team,home_team_id,away_team_id,home_pitcher_id,away_pitcher_id,home_score,away_score,home_win
778104,2025-04-30,Seattle Mariners,Los Angeles Angels,136,108,676106.0,542881.0,9,3,1
778105,2025-04-30,San Diego Padres,San Francisco Giants,135,137,650633.0,694738.0,5,3,1
778116,2025-04-30,Cleveland Guardians,Minnesota Twins,114,142,682847.0,641154.0,4,2,1
778115,2025-04-30,Baltimore Orioles,New York Yankees,110,147,700249.0,471911.0,5,4,1
778112,2025-04-30,Pittsburgh Pirates,Chicago Cubs,134,112,669387.0,571510.0,4,3,1
778118,2025-04-30,Philadelphia Phillies,Washington Nationals,143,120,650911.0,663623.0,7,2,1
778113,2025-04-30,Tampa Bay Rays,Kansas City Royals,139,118,656876.0,702070.0,0,3,0
778114,2025-04-30,Toronto Blue Jays,Boston Red Sox,141,111,684320.0,608337.0,7,6,1
778117,2025-04-30,New York Mets,Arizona Diamondbacks,121,109,623211.0,669203.0,3,4,0
778111,2025-04-30,Chicago White Sox,Milwaukee Brewers,145,158,681343.0,668964.0,4,6,0
